Symbol,logFC,PValue,FDR,
cert,-0.516802459,0.121686815,0.451669751,
SrpRbeta,-0.516691505,0.104082004,0.414196645,
CG4480,-0.516573998,0.699524504,0.937092798,
CG14591,-0.516567236,0.203678134,0.556211267,
CG9849,-0.516038237,0.135081797,0.468208605,
CR32730,-0.515787149,0.606791653,0.888470993,
Sas-4,-0.515354023,0.210449765,0.562609602,
Ir76a,-0.515345751,0.137748491,0.472612316,
CR44169,-0.515055036,0.157165793,0.503956718,
CG15701,-0.515006205,0.438490797,0.74858932,
nonA,-0.514885704,0.092098786,0.392879943,
CG6690,-0.514023514,0.739731251,0.962975221,
Syt14,-0.513051263,0.248994481,0.610515959,
CG5909,-0.51281348,0.611028916,0.89109445,
CG8420,-0.512740687,0.639675909,0.904952815,
rau,-0.512544245,0.292044448,0.657780105,
CG13397,-0.511982078,0.329372714,0.657780105,
CG9413,-0.511782146,0.163541114,0.514911625,
CG15382,-0.511422976,0.141260633,0.479644432,
BicD,-0.510925098,0.074434182,0.352661757,
CG14262,-0.510585662,0.669819463,0.920462846,
CG16965,-0.510449717,0.113389272,0.436438902,
CG10253,-0.510380419,0.269669327,0.637889826,
CG18599,-0.510315048,0.462700634,0.769031467,
Vps24,-0.510226135,0.102040425,0.408956698,
CR44775,-0.510161034,0.353354001,0.669138314,
CG3690,-0.509949675,0.329019813,0.657780105,
Deaf1,-0.509804651,0.102498273,0.409678084,
snoRNA:Or-CD9a,-0.509787539,0.416360863,0.731592285,
CG14814,-0.509557979,0.152707841,0.500436447,
CG9641,-0.509519303,0.170046289,0.524931835,
CG4364,-0.509459821,0.093007444,0.393947337,
CG14459,-0.509408468,0.630978448,0.902019467,
cold,-0.509113093,0.181770062,0.532100256,
CG12159,-0.508513817,0.064258073,0.328099564,
GAA1,-0.507857909,0.07234608,0.347884842,
CG9813,-0.507542057,0.450833809,0.758671247,
CG15630,-0.506964197,0.704144944,0.940688594,
CR43916,-0.505962438,0.321029054,0.657780105,
FucTB,-0.505824114,0.176704287,0.530502982,
Bet1,-0.505734282,0.184845195,0.532100256,
CR43281,-0.505041548,0.384958498,0.700616455,
CR45388,-0.504932323,0.627133798,0.899095886,
obst-J,-0.504893888,0.668920804,0.91978352,
Atx-1,-0.504762485,0.360324751,0.676915134,
elB,-0.504639302,0.114674066,0.439931874,
CG1275,-0.504387209,0.180985373,0.532100256,
ppk11,-0.504142499,0.557963042,0.848810437,
CR45942,-0.504041424,0.678633759,0.924767472,
CG32189,-0.503751648,0.505203689,0.804918199,
CG32440,-0.503239132,0.743833602,0.964688531,
l(2)37Ce,-0.502966037,0.090197989,0.388206436,
fidipidine,-0.50232909,0.116746638,0.444374035,
CG12736,-0.501720369,0.056912814,0.306777383,
CG11000,-0.501704532,0.388905282,0.704646574,
CG17169,-0.500985546,0.331178477,0.657780105,
ItgalphaPS4,-0.500920718,0.281042737,0.653301098,
CG15431,-0.500703315,0.242417334,0.601168406,
CG33111,-0.500571944,0.085086373,0.377897579,
CG9008,-0.500083748,0.095131225,0.396720343,
CG3726,-0.499887334,0.164893033,0.516842142,
CG9642,-0.499831386,0.507437463,0.806519973,
GC2,-0.499138166,0.291436492,0.657780105,
CG10730,-0.498775416,0.567178876,0.856712674,
CG5742,-0.497961868,0.127805109,0.455164193,
Cyp317a1,-0.497727243,0.082582186,0.371587969,
ppk22,-0.497342153,0.681922103,0.925575599,
PGAP3,-0.497057643,0.180600685,0.532100256,
Upf1,-0.496364598,0.073830609,0.351564758,
GluRIA,-0.496004475,0.437963383,0.748117938,
Cyp6a22,-0.495561309,0.596896337,0.880765792,
CR45951,-0.495044862,0.273138163,0.643045696,
CR43423,-0.495026218,0.350695936,0.666558565,
HisCl1,-0.494389672,0.232210473,0.587411221,
CG3408,-0.494329011,0.161114879,0.510211701,
homer,-0.494119694,0.115752724,0.442807338,
CG12111,-0.494022768,0.666696451,0.918188652,
CG3061,-0.493837387,0.156795952,0.503882506,
Ost48,-0.493822682,0.139138133,0.475209954,
Cp7Fb,-0.493499846,0.544352427,0.838006539,
CG15772,-0.493446563,0.134575575,0.467276938,
tkv,-0.492600694,0.147211294,0.490891426,
CG34258,-0.49247724,0.765845619,0.97778231,
CR45103,-0.49247724,0.765845619,0.97778231,
CG8852,-0.49244121,0.211195075,0.562609602,
lap,-0.492119735,0.110234039,0.429266459,
CR44068,-0.492083813,0.542380706,0.836382332,
ds,-0.491979521,0.655035527,0.915724728,
CG11566,-0.491916302,0.438496145,0.74858932,
stg1,-0.491916302,0.438496145,0.74858932,
CG14861,-0.491794439,0.737747155,0.961917001,
CG30429,-0.491794439,0.737747155,0.961917001,
CR43498,-0.491794439,0.737747155,0.961917001,
CR45697,-0.491794439,0.737747155,0.961917001,
tgo,-0.491740729,0.083781343,0.375149946,
CG14411,-0.491418099,0.081629598,0.369296864,
Ret,-0.491098439,0.147634959,0.491599502,
CG18223,-0.491079455,0.738137855,0.962071025,
CR45474,-0.490131823,0.374920537,0.691704661,
CG43318,-0.489823328,0.657592457,0.915724728,
Tango9,-0.4898042,0.114867178,0.440377802,
CG15877,-0.489655118,0.20542481,0.556211267,
mt:tRNA:W,-0.489077971,0.538443781,0.833433498,
CR44784,-0.488776611,0.397331521,0.713483399,
BHD,-0.488678819,0.189512858,0.536513417,
Gld,-0.488625558,0.465386547,0.770322265,
cpx,-0.488520753,0.171013307,0.525847879,
CG10353,-0.488339778,0.082836277,0.37232215,
smg,-0.488131961,0.116151173,0.443466594,
Aats-asn,-0.487775333,0.44013611,0.750257644,
CHOp24,-0.487362804,0.071154746,0.345309798,
pnut,-0.487292613,0.130662438,0.46065028,
Cyp305a1,-0.4865525,0.078910279,0.362317829,
CG15399,-0.486447476,0.327285164,0.657780105,
CG15914,-0.485625336,0.18735378,0.5341186,
CR45587,-0.485520207,0.740198739,0.96306606,
CG8236,-0.485165344,0.687783839,0.928548,
CG6435,-0.485028163,0.659998872,0.91689439,
Ugt86Dj,-0.484957954,0.113816709,0.437643784,
opa,-0.484805216,0.740590156,0.96306606,
CG5168,-0.484597572,0.087397447,0.38326062,
CG18542,-0.484176207,0.74675395,0.966308566,
CG5189,-0.484143872,0.07575058,0.355480988,
CG30120,-0.484143872,0.07575058,0.355480988,
H,-0.483971296,0.102417114,0.409678084,
JhI-1,-0.483573043,0.262936171,0.628330868,
slpr,-0.483546466,0.086949372,0.382456639,
nsl1,-0.483535923,0.092389076,0.393438801,
CR45149,-0.483426721,0.285324823,0.657780105,
CG33493,-0.483304316,0.146489863,0.489993992,
ktub,-0.483178958,0.314180559,0.657780105,
CG44252,-0.482845315,0.222339747,0.57254449,
CG31245,-0.482830262,0.638208256,0.904457153,
CG15011,-0.482723812,0.172454739,0.52879267,
Reg-5,-0.482669499,0.240169523,0.597689949,
lost,-0.482467174,0.170258597,0.525091059,
CG6972,-0.482262261,0.449501601,0.758662889,
CG18324,-0.481881434,0.121368666,0.451669751,
CR44748,-0.481121414,0.581316687,0.867141054,
CR44705,-0.481084116,0.643991355,0.908925822,
CG13298,-0.481042735,0.10212775,0.409119183,
mir-2489,-0.480959979,0.742042397,0.963856036,
CR44456,-0.480959979,0.742042397,0.963856036,
CG5964,-0.480244982,0.742434263,0.963987156,
CR44661,-0.479985486,0.432836203,0.74452685,
Peb,-0.479254537,0.762479963,0.975746865,
CG10164,-0.479254537,0.762479963,0.975746865,
Ir94a,-0.479254537,0.762479963,0.975746865,
CG5885,-0.479025689,0.068782394,0.338454687,
CG3036,-0.47879983,0.150505727,0.496093918,
CG9733,-0.478539539,0.762836028,0.975863233,
CR45550,-0.478539539,0.762836028,0.975863233,
CR45187,-0.478101474,0.42600046,0.739876052,
CG11125,-0.47795064,0.33874004,0.657780105,
CG5656,-0.477875357,0.634500044,0.902720951,
bbc,-0.477863823,0.155802215,0.503882506,
CG14322,-0.477677279,0.088770656,0.384555444,
CG3448,-0.477655658,0.120930274,0.451669751,
CG43207,-0.477514806,0.332665192,0.657780105,
CG34356,-0.477368808,0.250228752,0.612098024,
CG9086,-0.477281298,0.109594647,0.428050552,
CG17264,-0.476999437,0.15709956,0.503882506,
18SrRNA-Psi:CR41602,-0.476221669,0.247187202,0.60831633,
CG7910,-0.476167575,0.63796614,0.904457153,
Spred,-0.476017359,0.151618196,0.4982377,
CG43367,-0.475406162,0.202765358,0.555160631,
Dh44-R2,-0.475379475,0.132095394,0.463011588,
CG14636,-0.475279813,0.249171996,0.610623261,
PH4alphaMP,-0.474699375,0.724791192,0.953629575,
CG10481,-0.474699375,0.724791192,0.953629575,
lobo,-0.474699375,0.724791192,0.953629575,
CG42705,-0.474699375,0.724791192,0.953629575,
CG43050,-0.474699375,0.724791192,0.953629575,
CG5022,-0.474569683,0.292644924,0.657780105,
Cyp6a20,-0.474280538,0.383004678,0.699232105,
CG42672,-0.473986767,0.101475643,0.407643585,
CR43097,-0.47398437,0.725221439,0.953661506,
CR43990,-0.47398437,0.725221439,0.953661506,
CR45041,-0.47398437,0.725221439,0.953661506,
CR45553,-0.47398437,0.725221439,0.953661506,
CG9467,-0.473775981,0.076020784,0.355984875,
Mkk4,-0.473043574,0.076341757,0.35662856,
su(s),-0.473029421,0.079878067,0.365150912,
CG32698,-0.472565031,0.365024691,0.681741627,
Taf12L,-0.472256183,0.705108511,0.94122065,
Tsp97E,-0.472079504,0.156873257,0.503882506,
Hr4,-0.47180409,0.260857105,0.625241985,
mtg,-0.471776458,0.303784595,0.657780105,
boca,-0.471732,0.133244909,0.464881998,
tRNA:CR30298,-0.471699903,0.652773947,0.915338437,
CG43168,-0.471421938,0.647067621,0.91157573,
CG5804,-0.471020389,0.428764141,0.741382583,
RpS6,-0.469422043,0.195044345,0.544331513,
CG2137,-0.469394913,0.107264495,0.422373788,
ppk27,-0.468447473,0.746969229,0.966308566,
CG33309,-0.468447473,0.746969229,0.966308566,
CG42264,-0.468447473,0.746969229,0.966308566,
MBD-like,-0.46837641,0.176799721,0.530502982,
CG3618,-0.468139065,0.176733313,0.530502982,
CR43471,-0.468107865,0.476404199,0.780324915,
tll,-0.467732462,0.747362523,0.966459928,
Sox15,-0.467732462,0.747362523,0.966459928,
CG13481,-0.467732462,0.747362523,0.966459928,
CG32462,-0.467732462,0.747362523,0.966459928,
CR43617,-0.467732462,0.747362523,0.966459928,
CG34021,-0.467615253,0.580743455,0.866729502,
CG9447,-0.467087463,0.56553859,0.855595201,
CR45670,-0.466826663,0.348213187,0.664076834,
CG33635,-0.466582151,0.227114343,0.580480762,
CG42337,-0.466458155,0.180114727,0.532100256,
Spn42Da,-0.466389913,0.201458015,0.55327128,
CG4975,-0.466387718,0.341006166,0.657780105,
CG7453,-0.466330216,0.114846731,0.440377802,
CR45181,-0.466147403,0.576773526,0.863383172,
CG2162,-0.465999715,0.084229686,0.376287508,
CR44538,-0.465814214,0.52466356,0.822107656,
CR40354,-0.465350636,0.413126898,0.728973914,
CG4836,-0.465310354,0.441773484,0.751909131,
Paf-AHalpha,-0.465258638,0.233188231,0.58856199,
skl,-0.465078953,0.507568059,0.806519973,
CG1840,-0.464941767,0.168866593,0.523521655,
CG34301,-0.464317541,0.543334041,0.837261003,
CR45130,-0.46421603,0.458607656,0.76471045,
CG44405,-0.463946826,0.670798051,0.920654669,
CG4500,-0.463900337,0.748824233,0.967328346,
CG16781,-0.463900337,0.748824233,0.967328346,
CG10752,-0.463900337,0.748824233,0.967328346,
Klc,-0.463403364,0.097548958,0.402399503,
His2Av,-0.463372767,0.206759753,0.557277182,
key,-0.463321242,0.231869704,0.58675068,
CG41106,-0.463185319,0.749217973,0.96735851,
mbt,-0.463160542,0.139468916,0.475910103,
spo,-0.463028592,0.184105044,0.532100256,
Gprk2,-0.462937152,0.119474912,0.4489936,
Appl,-0.462602032,0.130556788,0.460649227,
l(1)G0255,-0.462105032,0.116527886,0.443902478,
CG7368,-0.461890707,0.382110677,0.698632211,
CalpA,-0.461855478,0.159081367,0.506379355,
ORMDL,-0.461104501,0.166373984,0.519528831,
CR45527,-0.46102963,0.725586154,0.953814494,
bw,-0.460112964,0.101302907,0.407213938,
CG10337,-0.459542998,0.115047937,0.440786072,
CG9471,-0.459206487,0.319031382,0.657780105,
CR46104,-0.458894148,0.127472707,0.454721118,
CG32354,-0.458851114,0.396803242,0.712891341,
CG3156,-0.458832209,0.314027071,0.657780105,
Hr39,-0.458651563,0.206138105,0.556211267,
CG16985,-0.458502017,0.135715577,0.469404829,
P5cr-2,-0.458051135,0.178634711,0.532100256,
Dnz1,-0.45801989,0.089616729,0.38682048,
park,-0.4577861,0.306504148,0.657780105,
CG11584,-0.457662456,0.751299576,0.968662953,
CG10953,-0.457662456,0.751299576,0.968662953,
CG15160,-0.457586817,0.177355966,0.530974982,
CG4984,-0.457173007,0.35589925,0.672370809,
halo,-0.456947432,0.751694027,0.968694999,
CR43953,-0.456947432,0.751694027,0.968694999,
CG7839,-0.456693663,0.218519137,0.566207364,
NTPase,-0.455770853,0.275572178,0.646166697,
dpp,-0.455461968,0.538524066,0.833433498,
rngo,-0.455318803,0.105709052,0.418292153,
CG4729,-0.45520222,0.082100254,0.370276804,
CR45366,-0.455084887,0.570753316,0.85909053,
comm2,-0.455012172,0.229391724,0.583795786,
Karl,-0.454360408,0.406658563,0.723451531,
CR32773,-0.45381602,0.405290621,0.722992455,
CG43232,-0.453697394,0.44626593,0.756346702,
S1P,-0.453657476,0.24139415,0.59970416,
CG8042,-0.453497032,0.199554151,0.550248206,
CG42596,-0.453139773,0.386616329,0.702213136,
Vps33B,-0.452526061,0.277068581,0.64837162,
snoRNA:Or-aca2,-0.452510697,0.684554346,0.927409412,
CG4612,-0.452094675,0.095863696,0.39820046,
Phm,-0.452058785,0.133668559,0.465349368,
mir-956,-0.451892101,0.78964085,0.991000338,
CR45517,-0.451713397,0.38356598,0.699537955,
mi,-0.451675069,0.105380311,0.41765276,
l(2)01289,-0.451655652,0.427495048,0.740726015,
CecA2,-0.451506509,0.745432327,0.965537287,
CR45485,-0.451272324,0.376276963,0.692527,
Vha16-5,-0.451166493,0.778310884,0.983857861,
Mgstl,-0.450279888,0.181409711,0.532100256,
CG43729,-0.450270311,0.249902201,0.61181264,
NT5E-2,-0.450201814,0.399553567,0.71670905,
Frq1,-0.450131184,0.182911526,0.532100256,
CG18789,-0.449422104,0.587970512,0.87283347,
CG3032,-0.449218499,0.454883452,0.761622781,
atk,-0.449176868,0.323821775,0.657780105,
CG32026,-0.449017381,0.609275729,0.889576133,
Sox21a,-0.448870098,0.138159199,0.473058025,
Atg7,-0.448542687,0.128017413,0.455734695,
CG4360,-0.44766369,0.166244086,0.519308638,
trbl,-0.447584573,0.29052953,0.657780105,
CR45643,-0.447324542,0.574752459,0.862006356,
vari,-0.447314265,0.139260255,0.475529454,
CR44083,-0.447237106,0.514294077,0.812630175,
CG11396,-0.446982708,0.238812576,0.596094185,
CR45543,-0.446899932,0.774861742,0.982370034,
CG33784,-0.446184894,0.775220314,0.982436294,
CR44874,-0.446184894,0.775220314,0.982436294,
CG5323,-0.446155505,0.156819117,0.503882506,
Tace,-0.445407294,0.26309586,0.628626584,
Crag,-0.445236572,0.149569922,0.494420325,
CG31324,-0.444834988,0.139688613,0.476341167,
CG32847,-0.444363627,0.686465849,0.927525524,
CG31874,-0.44415765,0.777670407,0.983648872,
CR45162,-0.443744514,0.726975296,0.954705544,
Cry,-0.443539544,0.572778235,0.860569653,
CG7429,-0.443346101,0.278101344,0.64957165,
ovo,-0.442929013,0.534783331,0.830536197,
CG32170,-0.442898301,0.248509654,0.609854616,
papi,-0.442551022,0.091921772,0.392513432,
CG10440,-0.442506117,0.552942528,0.844316981,
Ada1-1,-0.441327453,0.529994415,0.82668352,
CG34214,-0.440752227,0.35656019,0.673224107,
tRNA:P:35Bb,-0.440188363,0.65330955,0.915653429,
zyd,-0.440035382,0.432947529,0.74452685,
CG43921,-0.439581346,0.276823899,0.64797243,
CG17121,-0.439515322,0.440009682,0.750148098,
CG31140,-0.439180302,0.232609548,0.587760874,
CG17258,-0.439099604,0.271436739,0.640592169,
CG3529,-0.439088919,0.169307404,0.523640406,
CG11321,-0.439012879,0.694466562,0.933965411,
CG34367,-0.438806587,0.717735257,0.949263305,
l(2)37Cg,-0.438766199,0.133411315,0.464967258,
Gr21a,-0.438608886,0.765364711,0.977566341,
CG34193,-0.438608886,0.765364711,0.977566341,
CG43055,-0.43834301,0.737529868,0.961917001,
CG8419,-0.438342168,0.170673133,0.525448531,
CR45440,-0.43788308,0.780075298,0.9853049,
CG42682,-0.436898831,0.732994073,0.958638688,
CG43750,-0.436898831,0.732994073,0.958638688,
CycY,-0.436682588,0.115953672,0.443458357,
Nrx-1,-0.43644225,0.166602367,0.520056293,
CG31191,-0.436424112,0.572176479,0.860256737,
CG15923,-0.436028961,0.190034009,0.53720621,
slgA,-0.435982248,0.376657194,0.69262776,
Tsp96F,-0.435958992,0.254216168,0.617276242,
Dad,-0.435762925,0.186715447,0.533080831,
CG31650,-0.435659582,0.120604417,0.451492133,
Cyt-b5,-0.435581388,0.233805686,0.589370857,
CG11448,-0.43522983,0.151614279,0.4982377,
slv,-0.435029257,0.18385241,0.532100256,
CG10479,-0.434969929,0.365805374,0.682300948,
alc,-0.434698208,0.412155051,0.728316161,
CG6052,-0.434048309,0.767238668,0.978627071,
CG31999,-0.433903935,0.347333034,0.663154482,
CG9689,-0.433525415,0.769210317,0.979718063,
CCDC151,-0.433322496,0.781873616,0.986365374,
CG1299,-0.432342885,0.785452495,0.988374119,
CG10029,-0.432342885,0.785452495,0.988374119,
CG9649,-0.432342885,0.785452495,0.988374119,
CG33723,-0.432342885,0.785452495,0.988374119,
snoRNA:Psi18S-1389a,-0.432342885,0.785452495,0.988374119,
CR43289,-0.432342885,0.785452495,0.988374119,
CG45307,-0.432342885,0.785452495,0.988374119,
CG10188,-0.432316547,0.314645676,0.657780105,
CG15536,-0.432167707,0.183189388,0.532100256,
beat-Va,-0.43167046,0.657953484,0.915724728,
CG1889,-0.431617071,0.797190044,0.995216909,
CG2938,-0.431112785,0.148090276,0.491997581,
CG9921,-0.43051096,0.142086351,0.481311508,
gcl,-0.430176326,0.173939294,0.530165147,
neb,-0.429898565,0.378426599,0.694291537,
CG14057,-0.429585517,0.175448592,0.530165147,
gce,-0.429540207,0.349434143,0.66531713,
Sap130,-0.429522344,0.155755973,0.503882506,
CG9331,-0.429344445,0.131015069,0.460964303,
Mob4,-0.429206763,0.128568343,0.456484294,
CG42494,-0.428914123,0.257052609,0.620114068,
CG4025,-0.428840026,0.193459946,0.541725018,
Atg18b,-0.428789458,0.2895135,0.657780105,
CG42782,-0.42851301,0.769356808,0.979761946,
CG7967,-0.428425829,0.219199846,0.567214869,
SerT,-0.42777281,0.626886591,0.899077202,
Pol32,-0.427700859,0.227106271,0.580480762,
Fbl6,-0.427686417,0.202273046,0.554246525,
CG3198,-0.427596848,0.102111168,0.409119183,
Slip1,-0.427519567,0.155831984,0.503882506,
CG31231,-0.427502588,0.669872397,0.920462846,
sima,-0.427410717,0.155991234,0.503882506,
epsilonCOP,-0.427252548,0.188505777,0.535917758,
CG11815,-0.427061554,0.770137457,0.980076346,
CG18764,-0.426961853,0.401175684,0.718321326,
scb,-0.426948633,0.189976431,0.53720621,
CG6927,-0.426573461,0.717879712,0.949263305,
Cirl,-0.426505514,0.314281753,0.657780105,
CG31365,-0.426478845,0.196972369,0.547093335,
Sec23,-0.4264663,0.118868984,0.447485691,
MAGE,-0.42642348,0.204917243,0.556211267,
CG10562,-0.426345264,0.404754013,0.722509459,
corto,-0.426281019,0.279429598,0.651245166,
Inr-a,-0.426260592,0.101066931,0.406545682,
mbl,-0.425996764,0.195291959,0.54476178,
CR44944,-0.425879566,0.727274761,0.95481426,
CG11807,-0.425426179,0.272462472,0.642207115,
CG3638,-0.425395256,0.168097501,0.52248539,
Trl,-0.425100144,0.176411707,0.530502982,
CG34324,-0.425026969,0.688498026,0.929296997,
loh,-0.424917217,0.486979996,0.789294795,
CG5611,-0.424247216,0.244280534,0.603468426,
Nlg4,-0.424019867,0.577259968,0.86374171,
msl-3,-0.423757313,0.267588019,0.635248915,
CG11275,-0.423676573,0.346757645,0.662529082,
CG7974,-0.423501836,0.20728031,0.558037085,
EndoA,-0.423325514,0.215492843,0.562609602,
Golgin84,-0.423323731,0.108949952,0.426294106,
dhd,-0.423139594,0.649342609,0.912722192,
Xrp1,-0.422844214,0.157318821,0.504020746,
CG7997,-0.422824256,0.322509231,0.657780105,
crp,-0.422607852,0.132234169,0.463296399,
CR43424,-0.422422323,0.745040391,0.965441705,
CG14130,-0.422371627,0.304049605,0.657780105,
CG6083,-0.422260786,0.785976465,0.988546554,
Ugt86Dg,-0.422260786,0.785976465,0.988546554,
CG30101,-0.422260786,0.785976465,0.988546554,
CycJ,-0.422202771,0.441234696,0.751357689,
Hmgs,-0.422126762,0.287426799,0.657780105,
CG10249,-0.421403665,0.13619237,0.470306596,
crim,-0.421179579,0.224945365,0.577201459,
a6,-0.421014736,0.227996745,0.581970675,
Pcl,-0.420541,0.15673185,0.503882506,
chm,-0.420470713,0.201900774,0.553702743,
CG45057,-0.42013793,0.539958488,0.834264484,
CG4553,-0.41971809,0.335048963,0.657780105,
CG7627,-0.41967504,0.111668244,0.432575324,
CG15237,-0.419338359,0.281634401,0.653981104,
CG6678,-0.419136593,0.466753585,0.771695888,
Brd8,-0.418468423,0.238513338,0.596094185,
CG3919,-0.418236331,0.515231331,0.813550124,
Aats-glupro,-0.418068413,0.216811501,0.562950289,
att-ORFA,-0.41795285,0.229282515,0.583795786,
Gr39b,-0.417853693,0.693583134,0.933351466,
CG5727,-0.417817714,0.262688197,0.627909876,
can,-0.417713311,0.787782862,0.990106515,
CG33307,-0.417694402,0.64647373,0.910959196,
nwk,-0.417262295,0.489736809,0.791708733,
CG7173,-0.416987661,0.774145872,0.982066277,
uif,-0.416969847,0.596726501,0.880589478,
CG13369,-0.416964621,0.23388634,0.589370857,
CG14274,-0.416778181,0.575989505,0.862800312,
CG14868,-0.416474666,0.1434216,0.484349061,
CG43074,-0.416387746,0.754264502,0.96996941,
CR43193,-0.416261827,0.788508412,0.990520143,
CR43410,-0.416261827,0.788508412,0.990520143,
Osm6,-0.415773364,0.691526689,0.932018324,
rictor,-0.415450825,0.136920796,0.471392198,
bon,-0.41520753,0.21137451,0.562609602,
Sfp84E,-0.415191826,0.637099995,0.904342764,
CG43203,-0.414924217,0.732137885,0.958437418,
pck,-0.414914908,0.338608394,0.657780105,
